OBJECTID,STD_ZIP5,USPS_ZIP_PREF_CITY_1221,USPS_ZIP_PREF_STATE_1221,LATITUDE,LONGITUDE,LAT,LGT,x,y
17814,50047,CARLISLE,IA,41.490994715,-93.493942343,41.490994715,-93.493942343,-10407698.0538784,5085035.26034774
17815,50048,CASEY,IA,41.511996951,-94.520044898,41.511996951,-94.520044898,-10521923.2678027,5088156.95658325
17816,50049,CHARITON,IA,41.025051491,-93.305631967,41.025051491,-93.305631967,-10386735.438711,5016037.45556
17817,50050,CHURDAN,IA,42.157017481,-94.492118357,42.157017481,-94.492118357,-10518814.499479,5184528.99730683
17818,50051,CLEMONS,IA,42.12106726,-93.149401893,42.12106726,-93.149401893,-10369343.9864267,5179132.01975561
17819,50052,CLIO,IA,40.638570095,-93.451707581,40.638570095,-93.451707581,-10402996.5016788,4959176.11925717
17820,50054,COLFAX,IA,41.680537598,-93.247222003,41.680537598,-93.247222003,-10380233.2712613,5113245.00047556
17821,50055,COLLINS,IA,41.890478543,-93.298359697,41.890478543,-93.298359697,-10385925.8933177,5144587.75304823
17822,50056,COLO,IA,42.013047397,-93.313635121,42.013047397,-93.313635121,-10387626.345739,5162934.08125702
17823,50057,COLUMBIA,IA,41.176174465,-93.149416061,41.176174465,-93.149416061,-10369345.5636013,5038362.18894349
17824,50058,COON RAPIDS,IA,41.87156385,-94.681882402,41.87156385,-94.681882402,-10539938.9363392,5141759.70538603
17825,50059,COOPER,IA,41.919646857,-94.345775143,41.919646857,-94.345775143,-10502523.6474154,5148950.52214721
17826,50060,CORYDON,IA,40.758776391,-93.32021178,40.758776391,-93.32021178,-10388358.45607,4976826.08258577
17827,50061,CUMMING,IA,41.484863153,-93.781736609,41.484863153,-93.781736609,-10439735.1650228,5084124.07807758
17828,50062,MELCHER DALLAS,IA,41.231792443,-93.242166667,41.231792443,-93.242166667,-10379670.513832,5046591.34868193
17829,50063,DALLAS CENTER,IA,41.692434162,-93.956399235,41.692434162,-93.956399235,-10459178.5196097,5115018.33764922
17830,50064,DANA,IA,42.108047373,-94.232655102,42.108047373,-94.232655102,-10489931.1820528,5177178.18247752
17831,50065,DAVIS CITY,IA,40.625537722,-93.791106262,40.625537722,-93.791106262,-10440778.1900236,4957264.47934158
17832,50066,DAWSON,IA,41.826104481,-94.219189226,41.826104481,-94.219189226,-10488432.1675934,5134966.2266554
17833,50067,DECATUR,IA,40.73299652,-93.851173361,40.73299652,-93.851173361,-10447464.8288978,4973038.12417013
17834,50068,DERBY,IA,40.939345874,-93.460939809,40.939345874,-93.460939809,-10404024.2285987,5003399.30636273
17835,50069,DE SOTO,IA,41.537101431,-94.001841588,41.537101431,-94.001841588,-10464237.1392061,5091889.72466685
17836,50070,DEXTER,IA,41.513191383,-94.240419855,41.513191383,-94.240419855,-10490795.5504029,5088334.52305902
17837,50071,DOWS,IA,42.65707257,-93.499595098,42.65707257,-93.499595098,-10408327.3156866,5259919.60987898
17838,50072,EARLHAM,IA,41.493979937,-94.119835684,41.493979937,-94.119835684,-10477372.1818895,5085478.91120828
17839,50073,ELKHART,IA,41.797975768,-93.519618049,41.797975768,-93.519618049,-10410556.2603961,5130765.06847548
17840,50074,ELLSTON,IA,40.847160747,-94.074003484,40.847160747,-94.074003484,-10472270.1647235,4989823.97987921
17841,50075,ELLSWORTH,IA,42.320581929,-93.574157055,42.320581929,-93.574157055,-10416627.5147724,5209122.68749797
17842,50076,EXIRA,IA,41.59123945,-94.872814718,41.59123945,-94.872814718,-10561193.4245323,5099944.40463951
17843,50078,FERGUSON,IA,41.937210231,-92.864612277,41.937210231,-92.864612277,-10337641.3513904,5151578.47668981
17844,50101,GALT,IA,42.686909524,-93.600700595,42.686909524,-93.600700595,-10419582.3281291,5264437.05644268
17845,50102,GARDEN CITY,IA,42.2671,-93.4048,42.2671,-93.4048,-10397774.7736476,5201074.08128207
17846,50103,GARDEN GROVE,IA,40.802973478,-93.61121622,40.802973478,-93.61121622,-10420752.9221494,4983323.58953378
17847,50104,GIBSON,IA,41.481478456,-92.389192582,41.481478456,-92.389192582,-10284717.8730299,5083621.13128788
17848,50105,GILBERT,IA,42.105560215,-93.647523623,42.105560215,-93.647523623,-10424794.6437634,5176804.99125028
17849,50106,GILMAN,IA,41.88498128,-92.799522807,41.88498128,-92.799522807,-10330395.624734,5143765.73843319
17850,50107,GRAND JUNCTION,IA,42.029689394,-94.233133343,42.029689394,-94.233133343,-10489984.4195974,5165427.80930007
17851,50108,GRAND RIVER,IA,40.825656939,-93.956435352,40.825656939,-93.956435352,-10459182.5401358,4986660.01309238
17852,50109,GRANGER,IA,41.767067175,-93.81503965,41.767067175,-93.81503965,-10443442.4425888,5126150.84764242
17853,50110,GRAY,IA,41.839617237,-94.980979237,41.839617237,-94.980979237,-10573234.2437093,5136985.07787755
17854,50111,GRIMES,IA,41.68715448,-93.787556432,41.68715448,-93.787556432,-10440383.0247556,5114231.29209423
17855,50112,GRINNELL,IA,41.74197913,-92.726267574,41.74197913,-92.726267574,-10322240.8894985,5122407.18750523
17856,50115,GUTHRIE CENTER,IA,41.681909938,-94.513419176,41.681909938,-94.513419176,-10521185.6958035,5113449.54882327
17857,50116,HAMILTON,IA,41.179813458,-92.947435144,41.179813458,-92.947435144,-10346861.1507709,5038900.39560738
17858,50117,HAMLIN,IA,41.665322417,-94.882136,41.665322417,-94.882136,-10562231.0648981,5110977.45808906
17859,50118,HARTFORD,IA,41.459271319,-93.398239086,41.459271319,-93.398239086,-10397044.4160419,5080321.92795823
17860,50119,HARVEY,IA,41.313250504,-92.939251254,41.313250504,-92.939251254,-10345950.1243034,5058656.41805662
17861,50120,HAVERHILL,IA,41.938614376,-92.96971657,41.938614376,-92.96971657,-10349341.5077674,5151788.60589951
17862,50122,HUBBARD,IA,42.303474878,-93.302953067,42.303474878,-93.302953067,-10386437.2249271,5206547.4684053
17863,50123,HUMESTON,IA,40.85381932,-93.499448984,40.85381932,-93.499448984,-10408311.0503505,4990803.89841601
17864,50124,HUXLEY,IA,41.901064894,-93.6081245,41.901064894,-93.6081245,-10420408.7534534,5146170.94652361
17865,50125,INDIANOLA,IA,41.360665173,-93.567386682,41.360665173,-93.567386682,-10415873.8402976,5065686.13074883
17866,50126,IOWA FALLS,IA,42.518540448,-93.265036991,42.518540448,-93.265036991,-10382216.4266539,5238973.57067271
17867,50127,IRA,IA,41.777845633,-93.2064915,41.777845633,-93.2064915,-10375699.1724076,5127759.66818375
17868,50128,JAMAICA,IA,41.845604884,-94.306533258,41.845604884,-94.306533258,-10498155.2607595,5137879.78878833
17869,50129,JEFFERSON,IA,42.013743557,-94.379855331,42.013743557,-94.379855331,-10506317.4365897,5163038.38460859
17870,50130,JEWELL,IA,42.303907414,-93.650088813,42.303907414,-93.650088813,-10425080.199408,5206612.57182024
17871,50131,JOHNSTON,IA,41.677141826,-93.723630215,41.677141826,-93.723630215,-10433266.7908309,5112738.87676001
17872,50132,KAMRAR,IA,42.394205,-93.708292031,42.394205,-93.708292031,-10431559.3519983,5220213.57520938
17873,50133,KELLERTON,IA,40.704852591,-94.059608708,40.704852591,-94.059608708,-10470667.7455891,4968904.47888939
17874,50134,KELLEY,IA,41.944282851,-93.661497298,41.944282851,-93.661497298,-10426350.1861489,5152636.935829
17875,50135,KELLOGG,IA,41.729909212,-92.889442419,41.729909212,-92.889442419,-10340405.4301542,5120606.62485741
17876,50136,KESWICK,IA,41.462967616,-92.265116672,41.462967616,-92.265116672,-10270905.805909,5080870.98993596
17877,50137,KILLDUFF,IA,41.608083525,-92.903525575,41.608083525,-92.903525575,-10341973.1599089,5102451.85157937
17878,50138,KNOXVILLE,IA,41.314885883,-93.095801437,41.314885883,-93.095801437,-10363377.2109585,5058898.79464975
17879,50139,LACONA,IA,41.191316095,-93.379220085,41.191316095,-93.379220085,-10394927.2305352,5040601.83103686
17880,50140,LAMONI,IA,40.630289922,-93.937386724,40.630289922,-93.937386724,-10457062.0565665,4957961.50757724
17881,50141,LAUREL,IA,41.880756317,-92.934397191,41.880756317,-92.934397191,-10345409.7724819,5143134.02095867
17882,50142,LE GRAND,IA,42.00486621,-92.776484287,42.00486621,-92.776484287,-10327830.988419,5161708.40658196
17883,50143,LEIGHTON,IA,41.334193167,-92.804521931,41.334193167,-92.804521931,-10330952.1246721,5061760.75245758
17884,50144,LEON,IA,40.737313832,-93.745021069,40.737313832,-93.745021069,-10435648.0098058,4973672.38490143
17885,50145,LIBERTY CENTER,IA,41.223624836,-93.499910145,41.223624836,-93.499910145,-10408362.3865582,5045382.44247469
17886,50146,LINDEN,IA,41.65890997,-94.258408026,41.65890997,-94.258408026,-10492797.9844389,5110021.9615246
17887,50147,LINEVILLE,IA,40.614061921,-93.535591762,40.614061921,-93.535591762,-10412334.4459934,4955581.47238028
17888,50148,LISCOMB,IA,42.186957531,-93.004354309,42.186957531,-93.004354309,-10353197.3632351,5189026.04653493
17889,50149,LORIMOR,IA,41.143117698,-94.067087902,41.143117698,-94.067087902,-10471500.3256567,5033474.46549292
17890,50150,LOVILIA,IA,41.129163362,-92.923997982,41.129163362,-92.923997982,-10344252.1378314,5031411.93811091
17891,50151,LUCAS,IA,41.070773136,-93.486500912,41.070773136,-93.486500912,-10406869.6775687,5022786.29644736
17892,50152,LUTHER,IA,41.967287714,-93.817595268,41.967287714,-93.817595268,-10443726.9326832,5156080.56107364
17893,50153,LYNNVILLE,IA,41.576542977,-92.791709219,41.576542977,-92.791709219,-10329525.8200966,5097757.18898077
17894,50154,MC CALLSBURG,IA,42.167224116,-93.39079917,42.167224116,-93.39079917,-10396216.2083813,5186061.81306842
17895,50155,MACKSBURG,IA,41.214218062,-94.188386907,41.214218062,-94.188386907,-10485003.2691271,5043990.3113978
17896,50156,MADRID,IA,41.880049365,-93.81728835,41.880049365,-93.81728835,-10443692.7667277,5143028.32140644
17897,50157,MALCOM,IA,41.726933133,-92.558965159,41.726933133,-92.558965159,-10303616.8698522,5120162.71222188
17898,50158,MARSHALLTOWN,IA,42.038127602,-92.913248113,42.038127602,-92.913248113,-10343055.4678882,5166692.48607129
17899,50160,MARTENSDALE,IA,41.373503708,-93.740916958,41.373503708,-93.740916958,-10435191.1422591,5067590.45665536
17900,50161,MAXWELL,IA,41.878293744,-93.398004871,41.878293744,-93.398004871,-10397018.3433474,5142765.83572418
17901,50162,MELBOURNE,IA,41.936329197,-93.089764303,41.936329197,-93.089764303,-10362705.1602758,5151446.63299754
17902,50163,MELCHER DALLAS,IA,41.223450517,-93.242041506,41.223450517,-93.242041506,-10379656.5809732,5045356.64276628
17903,50164,MENLO,IA,41.516111016,-94.408379565,41.516111016,-94.408379565,-10509492.7397939,5088768.5749077
17904,50165,MILLERTON,IA,40.850178917,-93.304860458,40.850178917,-93.304860458,-10386649.554722,4990268.14103571
17905,50166,MILO,IA,41.287171164,-93.435656924,41.287171164,-93.435656924,-10401209.7507147,5054792.06706681
17906,50167,MINBURN,IA,41.749739608,-94.039686282,41.749739608,-94.039686282,-10468449.9912714,5123565.05655591
17907,50168,MINGO,IA,41.771908109,-93.284625525,41.771908109,-93.284625525,-10384397.0122842,5126873.3845398
17908,50169,MITCHELLVILLE,IA,41.664287662,-93.359219872,41.664287662,-93.359219872,-10392700.8170083,5110823.26638437
17909,50170,MONROE,IA,41.52569303,-93.108516782,41.52569303,-93.108516782,-10364792.6766892,5090193.23773802
17910,50171,MONTEZUMA,IA,41.586658538,-92.548186132,41.586658538,-92.548186132,-10302416.9540553,5099262.59293442
17911,50173,MONTOUR,IA,41.984558649,-92.70524873,41.984558649,-92.70524873,-10319901.0824874,5158666.68512554
17912,50174,MURRAY,IA,41.034151317,-93.953245806,41.034151317,-93.953245806,-10458827.4814992,5017380.28107675
17913,50201,NEVADA,IA,42.017906524,-93.450355711,42.017906524,-93.450355711,-10402846.0121988,5163662.13202022
17914,50206,NEW PROVIDENCE,IA,42.268729842,-93.182674955,42.268729842,-93.182674955,-10373047.9267457,5201319.25865311
17915,50207,NEW SHARON,IA,41.453926533,-92.650033172,41.453926533,-92.650033172,-10313754.5146869,5079528.04850802
17916,50208,NEWTON,IA,41.699509974,-93.048481597,41.699509974,-93.048481597,-10358109.5904653,5116073.23475635
17917,50210,NEW VIRGINIA,IA,41.188809924,-93.707267614,41.188809924,-93.707267614,-10431445.3144195,5040231.10030206
17918,50211,NORWALK,IA,41.47920545,-93.679393975,41.47920545,-93.679393975,-10428342.4351195,5083283.39022362
17919,50212,OGDEN,IA,42.036358709,-94.027885624,42.036358709,-94.027885624,-10467136.3480318,5166427.35924998
17920,50213,OSCEOLA,IA,41.034421336,-93.765228614,41.034421336,-93.765228614,-10437897.5034254,5017420.12955348
17921,50214,OTLEY,IA,41.451362384,-93.058888975,41.451362384,-93.058888975,-10359268.1344848,5079147.20985539
17922,50216,PANORA,IA,41.705090039,-94.378545897,41.705090039,-94.378545897,-10506171.6710636,5116905.22035221
17923,50217,PATON,IA,42.166168756,-94.255176813,42.166168756,-94.255176813,-10492438.2874531,5185903.30936622
17924,50218,PATTERSON,IA,41.349124366,-93.879703075,41.349124366,-93.879703075,-10450640.7421327,5063974.61603286
17925,50219,PELLA,IA,41.409618216,-92.920077476,41.409618216,-92.920077476,-10343815.7090998,5072949.29889171
17926,50220,PERRY,IA,41.840113486,-94.100815181,41.840113486,-94.100815181,-10475254.8291809,5137059.22726264
17927,50222,PERU,IA,41.228886769,-93.951912231,41.228886769,-93.951912231,-10458679.0286092,5046161.25591642
17928,50223,PILOT MOUND,IA,42.161663518,-94.016596574,42.161663518,-94.016596574,-10465879.6567343,5185226.70089017
17929,50225,PLEASANTVILLE,IA,41.387207118,-93.280314776,41.387207118,-93.280314776,-10383917.1419006,5069623.48325262
17930,50226,POLK CITY,IA,41.774526297,-93.7155712,41.774526297,-93.7155712,-10432369.6653848,5127264.18669178
17931,50227,POPEJOY,IA,42.619261714,-93.404389429,42.619261714,-93.404389429,-10397729.0690929,5254197.99203377
17932,50228,PRAIRIE CITY,IA,41.589238236,-93.240335315,41.589238236,-93.240335315,-10379466.6486599,5099646.54290571
17933,50229,PROLE,IA,41.378565763,-93.748962698,41.378565763,-93.748962698,-10436086.789939,5068341.4090643
17934,50230,RADCLIFFE,IA,42.306706452,-93.440063887,42.306706452,-93.440063887,-10401700.3315918,5207033.88151298
17935,50231,RANDALL,IA,42.239081682,-93.600167864,42.239081682,-93.600167864,-10419523.0247854,5196860.27226678
17936,50232,REASNOR,IA,41.566805567,-92.983495219,41.566805567,-92.983495219,-10350875.3399579,5096308.28439215
17937,50233,REDFIELD,IA,41.5977598,-94.201215798,41.5977598,-94.201215798,-10486431.3747406,5100914.96099065
17938,50234,RHODES,IA,41.902620244,-93.186595832,41.902620244,-93.186595832,-10373484.3967768,5146403.57191686
17939,50235,RIPPEY,IA,41.929898795,-94.206317414,41.929898795,-94.206317414,-10486999.284036,5150484.4007229
17940,50236,ROLAND,IA,42.165503904,-93.499290625,42.165503904,-93.499290625,-10408293.4219073,5185803.4571161
17941,50237,RUNNELLS,IA,41.541456806,-93.390281617,41.541456806,-93.390281617,-10396158.5946449,5092537.46988356
17942,50238,RUSSELL,IA,40.977160477,-93.187614993,40.977160477,-93.187614993,-10373597.8492604,5008973.42287635
17943,50239,SAINT ANTHONY,IA,42.131293667,-93.200720456,42.131293667,-93.200720456,-10375056.7427281,5180666.93327662
17944,50240,SAINT CHARLES,IA,41.293749549,-93.800868072,41.293749549,-93.800868072,-10441864.8697421,5055766.68484385
17945,50241,SAINT MARYS,IA,41.306054923,-93.733181692,41.306054923,-93.733181692,-10434330.0563868,5057590.04610909
17946,50242,SEARSBORO,IA,41.57322534,-92.696366951,41.57322534,-92.696366951,-10318912.3673717,5097263.50756689
17947,50243,SHELDAHL,IA,41.861267683,-93.690761899,41.861267683,-93.690761899,-10429607.9066305,5140220.61628806
17948,50244,SLATER,IA,41.875931424,-93.678253032,41.875931424,-93.678253032,-10428215.4259257,5142412.65289067
17949,50246,STANHOPE,IA,42.284658538,-93.791775076,42.284658538,-93.791775076,-10440852.6420576,5203715.74853364
17950,50247,STATE CENTER,IA,42.013516776,-93.163930776,42.013516776,-93.163930776,-10370961.3342841,5163004.40663564
17951,50248,STORY CITY,IA,42.186706527,-93.594354444,42.186706527,-93.594354444,-10418875.8778312,5188988.33643331
17952,50249,STRATFORD,IA,42.271545935,-93.917199437,42.271545935,-93.917199437,-10454814.8180572,5201742.89887561
17953,50250,STUART,IA,41.49265595,-94.328402503,41.49265595,-94.328402503,-10500589.7339769,5085282.14342896
17954,50251,SULLY,IA,41.575997696,-92.854489075,41.575997696,-92.854489075,-10336514.4416986,5097676.04662785
17955,50252,SWAN,IA,41.446806498,-93.310069322,41.446806498,-93.310069322,-10387229.4028101,5078470.58682176
17956,50254,THAYER,IA,41.006251448,-94.069593955,41.006251448,-94.069593955,-10471779.2982006,5013263.79473334
17957,50256,TRACY,IA,41.271729004,-92.896890673,41.271729004,-92.896890673,-10341234.5659968,5052504.62653123
17958,50257,TRURO,IA,41.201916474,-93.84242889,41.201916474,-93.84242889,-10446491.3988388,5042170.07188372
17959,50258,UNION,IA,42.238270717,-93.071163376,42.238270717,-93.071163376,-10360634.5145539,5196738.33522462
17960,50259,GIFFORD,IA,42.290074909,-93.088491864,42.290074909,-93.088491864,-10362563.5130143,5204530.78556272
17961,50261,VAN METER,IA,41.504183328,-93.939164523,41.504183328,-93.939164523,-10457259.9602459,5086995.44971123
17962,50262,VAN WERT,IA,40.857148191,-93.796801477,40.857148191,-93.796801477,-10441412.1784574,4991293.83346251
17963,50263,WAUKEE,IA,41.603591014,-93.862657303,41.603591014,-93.862657303,-10448743.2154735,5101783.02227084
17964,50264,WELDON,IA,40.891221988,-93.717116606,40.891221988,-93.717116606,-10432541.6991938,4996310.14762081
17965,50265,WEST DES MOINES,IA,41.572028657,-93.74093165,41.572028657,-93.74093165,-10435192.7777651,5097085.44121687
17966,50266,WEST DES MOINES,IA,41.577217072,-93.798798528,41.577217072,-93.798798528,-10441634.4891578,5097857.50087634
17967,50268,WHAT CHEER,IA,41.40310322,-92.356427637,41.40310322,-92.356427637,-10281070.4960367,5071982.35271367
17968,50269,WHITTEN,IA,42.259626896,-93.012193582,42.259626896,-93.012193582,-10354070.0271136,5199949.98230812
17969,50271,WILLIAMS,IA,42.486111519,-93.545032985,42.486111519,-93.545032985,-10413385.4381302,5234077.03295339
17970,50272,WILLIAMSON,IA,41.082257885,-93.249075077,41.082257885,-93.249075077,-10380439.5545154,5024482.26464915
17971,50273,WINTERSET,IA,41.339272021,-94.014918896,41.339272021,-94.014918896,-10465692.8984736,5062513.74217883
17972,50274,WIOTA,IA,41.38853732,-94.868127777,41.38853732,-94.868127777,-10560671.6766468,5069820.85373648
17973,50275,WOODBURN,IA,41.038650144,-93.59285781,41.038650144,-93.59285781,-10418709.2732965,5018044.2238415
17974,50276,WOODWARD,IA,41.855346923,-93.916534388,41.855346923,-93.916534388,-10454740.7851411,5139335.68292885
17975,50277,YALE,IA,41.772948073,-94.344090824,41.772948073,-94.344090824,-10502336.149882,5127028.6121893
17976,50278,ZEARING,IA,42.157780064,-93.297300425,42.157780064,-93.297300425,-10385807.9756981,5184643.51222908
17977,50301,DES MOINES,IA,41.598803,-93.619615,41.598803,-93.619615,-10421687.8700623,5101070.25076979
17978,50302,DES MOINES,IA,41.598803,-93.619615,41.598803,-93.619615,-10421687.8700623,5101070.25076979
17979,50303,DES MOINES,IA,41.598803,-93.619615,41.598803,-93.619615,-10421687.8700623,5101070.25076979
17980,50304,DES MOINES,IA,41.598866184,-93.619603333,41.598866184,-93.619603333,-10421686.5712978,5101079.65636172
17981,50305,DES MOINES,IA,41.598803,-93.619615,41.598803,-93.619615,-10421687.8700623,5101070.25076979
17982,50309,DES MOINES,IA,41.586058178,-93.623653853,41.586058178,-93.623653853,-10422137.4731217,5099173.24041023
17983,50310,DES MOINES,IA,41.625219612,-93.673661339,41.625219612,-93.673661339,-10427704.280999,5105003.43995558
17984,50311,DES MOINES,IA,41.601692,-93.667230799,41.601692,-93.667230799,-10426988.4365607,5101500.31771766
17985,50312,DES MOINES,IA,41.585623483,-93.670731876,41.585623483,-93.670731876,-10427378.1746696,5099108.54458744
17986,50313,DES MOINES,IA,41.638977542,-93.619021541,41.638977542,-93.619021541,-10421621.8065086,5107052.50664738
17987,50314,DES MOINES,IA,41.602063382,-93.63465365,41.602063382,-93.63465365,-10423361.9649225,5101555.60437673
17988,50315,DES MOINES,IA,41.544695217,-93.618295215,41.544695217,-93.618295215,-10421540.9522682,5093019.12494214
17989,50316,DES MOINES,IA,41.60969067,-93.599461746,41.60969067,-93.599461746,-10419444.4200892,5102691.12901068
17990,50317,DES MOINES,IA,41.616488799,-93.54989093,41.616488799,-93.54989093,-10413926.2220939,5103703.32443995
17991,50318,DES MOINES,IA,41.6052,-93.6185,41.6052,-93.6185,-10421563.7488301,5102022.55712048
17992,50320,DES MOINES,IA,41.538569681,-93.580114204,41.538569681,-93.580114204,-10417290.6615657,5092108.08260064
17993,50321,DES MOINES,IA,41.549925416,-93.66404371,41.549925416,-93.66404371,-10426633.6514361,5093797.07338209
17994,50322,URBANDALE,IA,41.632641642,-93.726254095,41.632641642,-93.726254095,-10433558.8798164,5106108.80152086
17995,50323,URBANDALE,IA,41.639659762,-93.820366478,41.639659762,-93.820366478,-10444035.4223693,5107154.12592254
17996,50324,WINDSOR HEIGHTS,IA,41.60493466,-93.711199175,41.60493466,-93.711199175,-10431882.973788,5101983.05470171
17997,50325,CLIVE,IA,41.612867861,-93.790451185,41.612867861,-93.790451185,-10440705.2671856,5103164.17798416
17998,50327,PLEASANT HILL,IA,41.591188019,-93.50255306,41.591188019,-93.50255306,-10408656.5945102,5099936.74950709
17999,50401,MASON CITY,IA,43.149514411,-93.200501411,43.149514411,-93.200501411,-10375032.3587503,5334757.22513622
18000,50402,MASON CITY,IA,43.154189,-93.199438,43.154189,-93.199438,-10374913.9803793,5335470.51060483
18001,50420,ALEXANDER,IA,42.803350355,-93.467116488,42.803350355,-93.467116488,-10404711.8133597,5282087.50506225
18002,50421,BELMOND,IA,42.84698473,-93.610214835,42.84698473,-93.610214835,-10420641.4484811,5288710.2881762
18003,50423,BRITT,IA,43.099459653,-93.802455974,43.099459653,-93.802455974,-10442041.6341841,5327122.89410732
18004,50424,BUFFALO CENTER,IA,43.393588941,-93.950793659,43.393588941,-93.950793659,-10458554.5097438,5372073.27680032
18005,50426,CARPENTER,IA,43.413968,-93.012273066,43.413968,-93.012273066,-10354078.875232,5375195.77485007
18006,50427,CHAPIN,IA,42.835598167,-93.219335133,42.835598167,-93.219335133,-10377128.9190931,5286981.59584303
18007,50428,CLEAR LAKE,IA,43.13478454,-93.390558229,43.13478454,-93.390558229,-10396189.3869518,5332509.98254247
18008,50430,CORWITH,IA,42.986513038,-93.956611526,42.986513038,-93.956611526,-10459202.1517357,5309919.21906172
18009,50431,COULTER,IA,42.733,-93.3803,42.733,-93.3803,-10395047.4461231,5271419.62493501
18010,50432,CRYSTAL LAKE,IA,43.199039562,-93.792337634,43.199039562,-93.792337634,-10440915.2657277,5342316.93634948
18011,50433,DOUGHERTY,IA,42.920878374,-93.046234976,42.920878374,-93.046234976,-10357859.4977596,5299936.47242246
18012,50434,FERTILE,IA,43.261022328,-93.430711065,43.261022328,-93.430711065,-10400659.1802093,5351786.87697783
18013,50435,FLOYD,IA,43.148518463,-92.74818438,43.148518463,-92.74818438,-10324680.6571822,5334605.26262535
18014,50436,FOREST CITY,IA,43.263096956,-93.641056189,43.263096956,-93.641056189,-10424074.6923038,5352104.0124538
18015,50438,GARNER,IA,43.102997149,-93.606308726,43.102997149,-93.606308726,-10420206.6224163,5327662.22648182
18016,50439,GOODELL,IA,42.932277834,-93.620574069,42.932277834,-93.620574069,-10421794.633135,5301669.51695791
18017,50440,GRAFTON,IA,43.328251248,-93.072314842,43.328251248,-93.072314842,-10360762.6951627,5362069.24904266
18018,50441,HAMPTON,IA,42.745224145,-93.207315099,42.745224145,-93.207315099,-10375790.8550289,5273272.41660949
18019,50444,HANLONTOWN,IA,43.289305556,-93.394768244,43.289305556,-93.394768244,-10396658.0436779,5356111.28912263
18020,50446,JOICE,IA,43.348403161,-93.456656333,43.348403161,-93.456656333,-10403547.3942315,5365153.61323951
18021,50447,KANAWHA,IA,42.935760637,-93.792558692,42.935760637,-93.792558692,-10440939.8737917,5302199.06677297
18022,50448,KENSETT,IA,43.351905383,-93.226798108,43.351905383,-93.226798108,-10377959.6936699,5365689.75254801
18023,50449,KLEMME,IA,43.004839399,-93.590903783,43.004839399,-93.590903783,-10418491.7520058,5312708.48183047
18024,50450,LAKE MILLS,IA,43.417327891,-93.529633861,43.417327891,-93.529633861,-10411671.2154878,5375710.68130922
18025,50451,LAKOTA,IA,43.377586819,-94.094018275,43.377586819,-94.094018275,-10474498.201066,5369622.15293054
18026,50452,LATIMER,IA,42.760553252,-93.376192315,42.760553252,-93.376192315,-10394590.1807206,5275596.3381996
18027,50453,LELAND,IA,43.352970027,-93.642714539,43.352970027,-93.642714539,-10424259.2989813,5365852.74020941
18028,50454,LITTLE CEDAR,IA,43.381916308,-92.736555446,43.381916308,-92.736555446,-10323386.1301709,5370285.25824733
18029,50455,MC INTIRE,IA,43.445794577,-92.623469177,43.445794577,-92.623469177,-10310797.4242901,5380074.37476176
18030,50456,MANLY,IA,43.287145683,-93.205778476,43.287145683,-93.205778476,-10375619.798939,5355780.98077774
18031,50457,MESERVEY,IA,42.915839185,-93.48054907,42.915839185,-93.48054907,-10406207.121548,5299170.47351458
18032,50458,NORA SPRINGS,IA,43.148995313,-93.006080211,43.148995313,-93.006080211,-10353389.4897669,5334678.02045568
18033,50459,NORTHWOOD,IA,43.448037411,-93.237160777,43.448037411,-93.237160777,-10379113.2607062,5380418.26880611
18034,50460,ORCHARD,IA,43.225666366,-92.721146789,43.225666366,-92.721146789,-10321670.8463199,5346383.89139909
18035,50461,OSAGE,IA,43.285905737,-92.812310024,43.285905737,-92.812310024,-10331819.0912191,5355591.36172824
18036,50464,PLYMOUTH,IA,43.248149978,-93.107030182,43.248149978,-93.107030182,-10364627.1891342,5349819.40240166
18037,50465,RAKE,IA,43.3766,-93.8524,43.3766,-93.8524,-10447601.3777266,5369471.01818022
18038,50466,RICEVILLE,IA,43.372823806,-92.547331027,43.372823806,-92.547331027,-10302321.7642022,5368892.70369258
18039,50467,ROCK FALLS,IA,43.209068056,-93.085250185,43.209068056,-93.085250185,-10362202.6509587,5343848.47143552
18040,50468,ROCKFORD,IA,43.052042839,-92.94983199,43.052042839,-92.94983199,-10347127.9664471,5319896.65551126
18041,50469,ROCKWELL,IA,42.992394703,-93.194886884,42.992394703,-93.194886884,-10374407.3524636,5310814.31482763
18042,50470,ROWAN,IA,42.7385287,-93.553978581,42.7385287,-93.553978581,-10414381.2573217,5272257.55480935
18043,50471,RUDD,IA,43.141055136,-92.895157109,43.141055136,-92.895157109,-10341041.586535,5333466.5812492
18044,50472,SAINT ANSGAR,IA,43.396134905,-92.928010564,43.396134905,-92.928010564,-10344698.8164164,5372463.31432326
18045,50473,SCARVILLE,IA,43.465521031,-93.648172008,43.465521031,-93.648172008,-10424866.8216515,5383099.47191321
18046,50475,SHEFFIELD,IA,42.886245403,-93.21699842,42.886245403,-93.21699842,-10376868.7973918,5294673.23445943
18047,50476,STACYVILLE,IA,43.440333127,-92.776895855,43.440333127,-92.776895855,-10327876.8039592,5379237.02320784
18048,50477,SWALEDALE,IA,42.979036808,-93.303448336,42.979036808,-93.303448336,-10386492.35802,5308781.57950182
18049,50478,THOMPSON,IA,43.381792924,-93.777678693,43.381792924,-93.777678693,-10439283.43988,5370266.36007612
